Significance Score
0.31061935483870967
0.29169032258064514
0.2268774193548387
0.12038709677419357
0.0812774193548387
0.07807741935483872
0.03450322580645163
0.02144516129032259
0.018903225806451616
0.01445161290322582
0.011819354838709672
0.0020774193548387166
0.0017548387096774087
0.0013548387096774083
5.161290322579504e-05
0.0
0.0
0.0
