Significance Score
0.2863741935483871
0.00900645161290321
0.004309677419354863
0.0038193548387096985
0.0022322580645161238
0.0014322580645161453
0.0004387096774193577
9.032258064517462e-05
5.161290322580614e-05
-3.8709677419346276e-05
-0.0001290322580645098
-0.0003870967741935183
-0.00040000000000000034
-0.00043870967741932443
-0.0005806451612903052
-0.0010064516129032364
-0.0010709677419354802
-0.0012387096774193473
