total_charges,internet_service_Fiber optic,contract_Month-to-month,internet_service_DSL,contract_Two year,payment_method_Electronic check,streaming_tv_Yes,payment_method_Credit card (automatic),online_security_Yes,online_backup_No,monthly_charges,senior_citizen_No,senior_citizen_Yes,partner_No,partner_Yes,payment_method_Bank transfer (automatic),contract_One year,streaming_tv_No,tech_support_Yes,paperless_billing_No,multiple_lines_No phone service,online_security_No,paperless_billing_Yes,tech_support_No,device_protection_No,streaming_movies_No,dependents_No,dependents_Yes,online_backup_Yes,streaming_movies_Yes,device_protection_Yes,online_security_No internet service,internet_service_No,streaming_movies_No internet service,tech_support_No internet service,online_backup_No internet service,device_protection_No internet service,streaming_tv_No internet service,multiple_lines_No,payment_method_Mailed check,multiple_lines_Yes
0.08267558528428094,0.011638795986622064,0.00953177257525083,0.0068227424749163655,0.004280936454849482,0.0031772575250835987,0.002441471571906362,0.0010367892976588689,0.000836120401337781,0.0006354515050167042,0.00010033444816053283,3.3444816053518346e-05,3.3444816053518346e-05,3.344481605350724e-05,3.344481605350724e-05,-6.688963210701448e-05,-0.00013377926421405119,-0.00016722408026754733,-0.00030100334448156517,-0.0003678929765886241,-0.0004347826086956386,-0.00043478260869566076,-0.0005351170568561825,-0.0008026755852842737,-0.0008361204013378031,-0.0008695652173912993,-0.0011371237458193905,-0.0011371237458193905,-0.0016722408026755731,-0.0017056856187290914,-0.002341137123745818,-0.002943143812709026,-0.002943143812709026,-0.002943143812709026,-0.002943143812709026,-0.002943143812709026,-0.002943143812709026,-0.002943143812709026,-0.002976588628762533,-0.0029765886287625443,-0.004715719063545143
