total_charges,contract_Month-to-month,internet_service_Fiber optic,internet_service_DSL,contract_Two year,payment_method_Electronic check,monthly_charges,streaming_tv_Yes,tech_support_No,streaming_tv_No,streaming_movies_No,online_backup_Yes,streaming_movies_Yes,online_security_No,senior_citizen_Yes,device_protection_Yes,senior_citizen_No,multiple_lines_No phone service,payment_method_Bank transfer (automatic),paperless_billing_Yes,online_security_Yes,paperless_billing_No,contract_One year,payment_method_Mailed check,payment_method_Credit card (automatic),tech_support_Yes,multiple_lines_Yes,online_backup_No internet service,device_protection_No internet service,streaming_movies_No internet service,online_security_No internet service,tech_support_No internet service,internet_service_No,streaming_tv_No internet service,device_protection_No,multiple_lines_No,dependents_No,partner_Yes,partner_No,online_backup_No,dependents_Yes
0.09048426150121062,0.016828087167070203,0.013450363196125904,0.01043583535108955,0.005072639225181574,0.004600484261501181,0.0023123486682808505,0.002276029055690032,0.0014769975786924517,0.001283292978208217,0.0008837772397094379,0.0008716707021791392,0.000726392251815966,0.0006779661016948935,0.0006174334140435445,0.0005932203389830137,0.0005932203389830137,-1.2106537530276462e-05,-0.00012106537530269801,-0.00014527845036323983,-0.0002179176755448098,-0.000217917675544832,-0.000290556900726413,-0.0003510895883777398,-0.0003874092009685581,-0.0005084745762712339,-0.0006174334140436,-0.0006779661016949711,-0.0006779661016949711,-0.0006779661016949711,-0.0006779661016949711,-0.0006779661016949711,-0.0006779661016949711,-0.0006779661016949711,-0.0007021791767554908,-0.0009322033898305548,-0.001041162227602932,-0.0011016949152542587,-0.0012227602905569123,-0.0012590799031477306,-0.0013075060532688142
