paperless_billing_No,partner_Yes,tech_support_Yes,payment_method_Mailed check,payment_method_Credit card (automatic),payment_method_Bank transfer (automatic),multiple_lines_No,contract_One year,online_backup_Yes,dependents_Yes,senior_citizen_No,online_security_Yes,partner_No,contract_Two year,device_protection_Yes,multiple_lines_Yes,paperless_billing_Yes,total_charges,payment_method_Electronic check,internet_service_DSL,device_protection_No,online_backup_No,streaming_tv_No,internet_service_No,streaming_movies_No internet service,streaming_tv_No internet service,online_security_No internet service,tech_support_No internet service,device_protection_No internet service,online_backup_No internet service,streaming_movies_No,senior_citizen_Yes,tech_support_No,dependents_No,streaming_tv_Yes,online_security_No,streaming_movies_Yes,contract_Month-to-month,multiple_lines_No phone service,internet_service_Fiber optic,monthly_charges,tenure
0.11278450363196124,0.08509685230024212,0.08152542372881352,0.07716707021791766,0.0743462469733656,0.07239709443099274,0.07180387409200967,0.0707869249394673,0.06895883777239707,0.06715496368038738,0.06567796610169492,0.06496368038740918,0.0630508474576271,0.06236077481840192,0.0620096852300242,0.05098062953995156,0.050338983050847455,0.04914043583535108,0.04575060532687651,0.044757869249394656,0.0429176755447942,0.039043583535108964,0.038002421307506015,0.03481840193704601,0.03481840193704601,0.03481840193704601,0.03481840193704601,0.03481840193704601,0.03481840193704601,0.03481840193704601,0.034818401937045995,0.033595641646489094,0.03255447941888619,0.031464891041162214,0.029225181598062956,0.02512106537530263,0.02467312348668278,0.022578692493946718,0.020108958837772382,0.009927360774818405,0.007675544794188837,0.0036077481840193657
