contract_Two year,gender_M,contract_One year,gender_F,payment_method_Credit card (automatic),payment_method_Mailed check,payment_method_Bank transfer (automatic),internet_service_No,total_charges,payment_method_Electronic check,internet_service_DSL,contract_Month-to-month,internet_service_Fiber optic,tenure,online_security,streaming_tv,tech_support,multiple_lines,senior_citizen,dependents,device_protection,phone_service,streaming_movies,partner,monthly_charges,online_backup
0.1376513317191283,0.12248184019370464,0.11420096852300246,0.11317191283292982,0.09623486682808721,0.09380145278450365,0.09294188861985477,0.07593220338983053,0.060653753026634415,0.05561743341404359,0.054709443099273634,0.02084745762711867,0.006634382566585995,0.005036319612590834,0.00427360774818406,0.0037530266343825947,0.00336561743341407,0.002615012106537573,0.002191283292978263,0.0011743341404358842,0.0010290556900726666,0.0007990314769976137,0.0006295399515738875,0.00047215496368041565,-0.00020581113801451111,-0.00035108958837769543
