total_charges,monthly_charges,payment_method_Mailed check,payment_method_Electronic check,payment_method_Credit card (automatic),contract_One year,dependents_No,payment_method_Bank transfer (automatic),contract_Month-to-month,online_backup_Yes,online_security_Yes,tech_support_Yes,contract_Two year,online_security_No,multiple_lines_No,dependents_Yes,online_backup_No,partner_No,tech_support_No,paperless_billing_Yes,partner_Yes,paperless_billing_No,senior_citizen_No,multiple_lines_Yes,device_protection_No,device_protection_Yes,streaming_tv_No,internet_service_DSL,streaming_movies_No,streaming_tv_Yes,multiple_lines_No phone service,senior_citizen_Yes,internet_service_Fiber optic,streaming_movies_Yes,tech_support_No internet service,online_backup_No internet service,online_security_No internet service,internet_service_No,device_protection_No internet service,streaming_movies_No internet service,streaming_tv_No internet service
0.05202179176755452,0.017929782082324496,0.015786924939467338,0.013171912832929799,0.012239709443099312,0.01021791767554484,0.010036319612590838,0.009406779661016985,0.009382566585956454,0.007881355932203427,0.0072033898305085,0.007106537530266377,0.007094430992736112,0.0066101694915254635,0.006331719128329316,0.006041162227602937,0.005968523002421322,0.005847457627118679,0.0057263922518160145,0.005702179176755496,0.005677966101694953,0.0054479418886199,0.005435835351089624,0.0036561743341404717,0.003426150121065408,0.003329297820823285,0.0032929782082324775,0.002736077481840238,0.0021307506053269143,0.001961259079903188,0.001464891041162253,0.0014527845036319876,0.0013438256658595993,0.0011985472154964149,0.0,0.0,0.0,0.0,0.0,0.0,0.0
