tenure,total_charges,monthly_charges,online_security,contract_Two year,payment_method_Electronic check,tech_support,partner,multiple_lines,streaming_movies,dependents,streaming_tv,senior_citizen,contract_Month-to-month,online_backup,contract_One year,internet_service_Fiber optic,device_protection,payment_method_Mailed check,gender_F,gender_M,payment_method_Credit card (automatic),internet_service_No,payment_method_Bank transfer (automatic),internet_service_DSL,phone_service
0.09121065375302657,0.06946731234866824,0.0675665859564164,0.04311138014527838,0.03421307506053263,0.031271186440677924,0.02991525423728807,0.027276029055690022,0.02629539951573845,0.02208232445520575,0.02093220338983045,0.020193704600484207,0.018280871670702126,0.01776029055690066,0.014636803874091952,0.012675544794188809,0.01227602905569002,0.012239709443099222,0.009612590799031418,0.00940677966101693,0.008934624697336514,0.00721549636803871,0.005326876513317124,0.0047578692493946305,0.0027481840193704144,0.002118644067796549
