total_charges,internet_service_Fiber optic,contract_Month-to-month,internet_service_No,streaming_tv,online_security,contract_Two year,payment_method_Electronic check,senior_citizen,streaming_movies,multiple_lines,payment_method_Credit card (automatic),tech_support,contract_One year,partner,device_protection,payment_method_Bank transfer (automatic),gender_F,gender_M,online_backup,dependents,payment_method_Mailed check,internet_service_DSL,phone_service,monthly_charges
0.08484949832775919,0.027959866220735773,0.014280936454849468,0.013712374581939768,0.0063545150501671975,0.005986622073578573,0.005083612040133756,0.004816053511705665,0.003913043478260847,0.00270903010033442,0.0022073578595317445,0.0019732441471571717,0.0018729096989966276,0.0008695652173912882,0.00043478260869562747,0.00016722408026754733,-2.2204460492503132e-17,-3.344481605354055e-05,-3.344481605354055e-05,-3.344481605354055e-05,-0.00013377926421407338,-0.00020066889632109898,-0.00026755852842812454,-0.00033444816053515016,-0.0010033444816053949
