total_charges,monthly_charges,payment_method_Mailed check,payment_method_Electronic check,payment_method_Credit card (automatic),paperless_billing_No,payment_method_Bank transfer (automatic),multiple_lines_No,partner_Yes,partner_No,online_security_No,contract_Two year,contract_Month-to-month,paperless_billing_Yes,tech_support_Yes,senior_citizen_Yes,online_security_Yes,online_backup_No,tech_support_No,online_backup_Yes,senior_citizen_No,contract_One year,streaming_movies_No,multiple_lines_Yes,device_protection_No,streaming_tv_No,dependents_Yes,dependents_No,device_protection_Yes,internet_service_DSL,streaming_tv_Yes,streaming_movies_Yes,internet_service_Fiber optic,tech_support_No internet service,internet_service_No,online_security_No internet service,online_backup_No internet service,device_protection_No internet service,streaming_movies_No internet service,streaming_tv_No internet service,multiple_lines_No phone service
0.1282929782082325,0.04777239709443103,0.02363196125907995,0.022191283292978238,0.017857142857142905,0.016852300242130767,0.015859564164648943,0.013292978208232475,0.01061743341404361,0.01050847457627122,0.009443099273607803,0.009188861985472196,0.0091525423728814,0.008898305084745817,0.008765133171912876,0.008631961259079935,0.008099273607748226,0.008087167070217971,0.007651331719128363,0.007506053268765167,0.00746973365617436,0.007021791767554519,0.006997578692493967,0.006876513317191324,0.0056053268765133505,0.005181598062954029,0.0046973365617433704,0.004552058111380164,0.004128329297820843,0.0038861985472155246,0.0026997578692494416,0.0026997578692493974,0.0020338983050848026,0.0007990314769976247,0.0007990314769976247,0.00035108958837779534,0.00035108958837779534,0.00035108958837779534,0.0002421307506053849,4.842615012106144e-05,3.6319612590807185e-05
