total_charges,internet_service_Fiber optic,contract_Month-to-month,internet_service_No,contract_Two year,streaming_tv,payment_method_Electronic check,streaming_movies,online_security,monthly_charges,senior_citizen,dependents,tech_support,multiple_lines,partner,payment_method_Mailed check,device_protection,payment_method_Credit card (automatic),gender_M,gender_F,payment_method_Bank transfer (automatic),phone_service,contract_One year,internet_service_DSL,online_backup
0.09325665859564168,0.03704600484261504,0.02146489104116227,0.01957627118644072,0.006658595641646547,0.0059322033898305485,0.004370460048426195,0.003958837772397139,0.003474576271186469,0.0031840193704601007,0.002481840193704643,0.0017433414043583895,0.0017070217917676156,0.001537530266343856,0.0009927360774818705,0.000944309927360798,0.0007748184019370829,0.00043583535108963065,0.00043583535108963065,0.00043583535108963065,0.0003389830508475078,0.00010895883777243265,-0.00024213075060529609,-0.00041162227602902223,-0.0005569007263922065
