paperless_billing_No,payment_method_Credit card (automatic),partner_Yes,payment_method_Mailed check,tech_support_Yes,payment_method_Bank transfer (automatic),multiple_lines_No,total_charges,online_security_Yes,contract_One year,online_backup_Yes,dependents_Yes,partner_No,senior_citizen_No,contract_Two year,multiple_lines_Yes,paperless_billing_Yes,payment_method_Electronic check,device_protection_Yes,online_backup_No,streaming_tv_No,internet_service_DSL,device_protection_No,tech_support_No,streaming_movies_No internet service,streaming_tv_No internet service,device_protection_No internet service,online_backup_No internet service,tech_support_No internet service,online_security_No internet service,internet_service_No,senior_citizen_Yes,streaming_movies_No,streaming_tv_Yes,online_security_No,dependents_No,streaming_movies_Yes,contract_Month-to-month,multiple_lines_No phone service,monthly_charges,internet_service_Fiber optic
0.11012106537530268,0.0864406779661017,0.08618644067796613,0.08457627118644069,0.08299031476997581,0.08286924939467315,0.07976997578692496,0.07469733656174335,0.0735714285714286,0.06664648910411622,0.06363196125907992,0.06259079903147705,0.06042372881355934,0.05975786924939468,0.057845036319612596,0.05484261501210656,0.051997578692493975,0.0500847457627119,0.04659806295399517,0.03777239709443101,0.03657384987893464,0.03610169491525426,0.03478208232445523,0.03375302663438258,0.033292978208232446,0.033292978208232446,0.033292978208232446,0.033292978208232446,0.033292978208232446,0.033292978208232446,0.033292978208232446,0.032058111380145304,0.031598062953995164,0.02900726392251818,0.027941888619854714,0.027578692493946733,0.02351089588377725,0.021876513317191294,0.0200726392251816,0.013026634382566593,0.006113801452784529
