total_charges,contract_Month-to-month,monthly_charges,payment_method_Electronic check,online_security_No,streaming_movies_Yes,internet_service_Fiber optic,contract_Two year,tech_support_No,paperless_billing_No,payment_method_Credit card (automatic),online_security_Yes,paperless_billing_Yes,streaming_tv_Yes,device_protection_No,streaming_movies_No,online_backup_No,streaming_tv_No,contract_One year,internet_service_DSL,partner_No,tech_support_Yes,dependents_Yes,online_backup_Yes,payment_method_Bank transfer (automatic),partner_Yes,multiple_lines_No,payment_method_Mailed check,multiple_lines_Yes,device_protection_Yes,dependents_No,senior_citizen_No,senior_citizen_Yes,multiple_lines_No phone service,streaming_tv_No internet service,tech_support_No internet service,device_protection_No internet service,online_security_No internet service,online_backup_No internet service,streaming_movies_No internet service,internet_service_No
0.06899665551839468,0.0439130434782609,0.039397993311036814,0.02438127090301002,0.019565217391304367,0.01862876254180601,0.017759197324414732,0.01404682274247493,0.013444816053511721,0.012307692307692342,0.012240802675585295,0.011304347826086969,0.011103678929765904,0.011036789297658889,0.010367892976588643,0.010301003344481608,0.010267558528428122,0.010167224080267568,0.009364548494983305,0.008963210702341151,0.00869565217391306,0.008628762541806034,0.008528428093645502,0.008193979933110385,0.008160535117056878,0.008060200668896322,0.007859531772575246,0.007625418060200684,0.0075585284280936475,0.006555183946488319,0.006555183946488308,0.005886287625418063,0.005150501672240815,0.0024080267558528657,0.00117056856187292,0.00103678929765888,0.0005016722408027086,0.00016722408026759172,6.688963210703669e-05,-0.00016722408026754733,-0.00026755852842808014
