total_charges,online_security,monthly_charges,tech_support,contract_Month-to-month,dependents,contract_Two year,internet_service_No,streaming_movies,payment_method_Electronic check,internet_service_Fiber optic,partner,online_backup,multiple_lines,streaming_tv,device_protection,contract_One year,gender_M,senior_citizen,payment_method_Credit card (automatic),payment_method_Bank transfer (automatic),gender_F,internet_service_DSL,payment_method_Mailed check,phone_service
0.07922518159806297,0.03071428571428573,0.029878934624697352,0.024866828087167094,0.023062953995157398,0.01776029055690075,0.015980629539951573,0.015217917675544822,0.014273607748184047,0.014031476997578706,0.012324455205811168,0.01210653753026636,0.010653753026634405,0.009661016949152557,0.009467312348668289,0.009334140435835381,0.008280871670702216,0.0076755447941888825,0.0071670702179176815,0.0071186440677966315,0.0062832929782082325,0.005193704600484283,0.005121065375302681,0.003644067796610184,0.0034624697336561707
