contract_Two year,contract_One year,payment_method_Credit card (automatic),total_charges,gender_M,payment_method_Bank transfer (automatic),payment_method_Mailed check,gender_F,internet_service_No,internet_service_DSL,payment_method_Electronic check,contract_Month-to-month,internet_service_Fiber optic,online_security,tech_support,streaming_tv,senior_citizen,dependents,partner,phone_service,device_protection,online_backup,streaming_movies,multiple_lines,monthly_charges
0.16162227602905566,0.12407990314769975,0.09726392251815977,0.09594430992736075,0.09510895883777234,0.09426150121065371,0.09359564164648905,0.09306295399515735,0.08418886198547212,0.06162227602905564,0.0552784503631961,0.02216707021791765,0.010617433414043554,0.0038256658595641423,0.0018038740920096497,0.0018038740920096386,0.0007506053268764856,0.00029055690072634646,0.0001815980629539582,0.00015738498789341637,0.00014527845036318431,-0.0004237288135593875,-0.0011864406779661385,-0.0012227602905569347,-0.0012832929782082946
