total_charges,monthly_charges,contract_Two year,contract_Month-to-month,internet_service_Fiber optic,multiple_lines_No,payment_method_Electronic check,streaming_movies_Yes,online_backup_No,streaming_tv_Yes,senior_citizen_No,tech_support_No,payment_method_Credit card (automatic),streaming_tv_No,online_security_Yes,paperless_billing_No,partner_No,streaming_movies_No,senior_citizen_Yes,online_security_No,contract_One year,internet_service_DSL,paperless_billing_Yes,multiple_lines_No phone service,partner_Yes,dependents_No,device_protection_No,device_protection_Yes,tech_support_Yes,payment_method_Bank transfer (automatic),online_backup_Yes,multiple_lines_Yes,dependents_Yes,device_protection_No internet service,payment_method_Mailed check,streaming_movies_No internet service,tech_support_No internet service,internet_service_No,online_backup_No internet service,streaming_tv_No internet service,online_security_No internet service
0.10531772575250833,0.029698996655518374,0.0187290969899665,0.015953177257525052,0.012976588628762498,0.01006688963210699,0.008093645484949775,0.00772575250836115,0.007458193979933058,0.006354515050167186,0.005986622073578562,0.005518394648829384,0.0052842809364548,0.0047157190635451094,0.004682274247491592,0.004581939799331048,0.004448160535117008,0.004347826086956474,0.0036789297658862295,0.003612040133779215,0.0034448160535116568,0.0034448160535116568,0.003110367892976551,0.002775919732441423,0.0025752508361203464,0.0025418060200668503,0.002541806020066839,0.0025083612040133207,0.002408026755852799,0.0023411371237457845,0.002040133779264186,0.0019063545150501127,0.0015384615384614996,0.0015050167224079924,0.0015050167224079814,0.0010702341137123206,0.0006688963210701893,0.0004682274247491236,3.3444816053473934e-05,-0.0001337792642141067,-0.0009030100334448732
