total_charges,monthly_charges,tech_support_No,contract_Two year,contract_Month-to-month,payment_method_Electronic check,online_security_No,paperless_billing_No,online_security_Yes,contract_One year,payment_method_Credit card (automatic),tech_support_Yes,partner_Yes,payment_method_Mailed check,payment_method_Bank transfer (automatic),multiple_lines_No,internet_service_Fiber optic,online_backup_Yes,partner_No,online_backup_No,streaming_movies_No,dependents_Yes,senior_citizen_No,paperless_billing_Yes,internet_service_DSL,multiple_lines_Yes,device_protection_No,streaming_tv_No,dependents_No,device_protection_Yes,senior_citizen_Yes,streaming_movies_Yes,streaming_tv_Yes,multiple_lines_No phone service,streaming_movies_No internet service,streaming_tv_No internet service,online_security_No internet service,online_backup_No internet service,internet_service_No,tech_support_No internet service,device_protection_No internet service
0.13038740920096856,0.05341404358353515,0.029927360774818446,0.029818401937046036,0.025230024213075096,0.024951573849878984,0.023099273607748237,0.023062953995157433,0.02199757869249398,0.019128329297820858,0.01909200968523006,0.017905569007263977,0.015266343825665895,0.015133171912832954,0.013728813559322072,0.012748184019370501,0.011755447941888663,0.011622276029055734,0.011598062953995203,0.011573849878934683,0.011489104116222792,0.010823244552058154,0.009806295399515797,0.009733656174334183,0.008946731234866867,0.008825665859564203,0.008631961259079945,0.007845036319612642,0.007808716707021846,0.007530266343825709,0.007070217917675581,0.006452784503632014,0.005387409200968562,0.0009443099273608091,0.0005811138014528372,0.00019370460048432348,0.00019370460048431237,0.00010895883777244375,4.842615012108364e-05,2.4213075060552924e-05,2.4213075060552924e-05
