contract_Two year,contract_One year,gender_M,gender_F,payment_method_Mailed check,payment_method_Credit card (automatic),payment_method_Bank transfer (automatic),internet_service_DSL,tenure,internet_service_No,payment_method_Electronic check,internet_service_Fiber optic,contract_Month-to-month,online_security,senior_citizen,tech_support,phone_service,streaming_tv,device_protection,dependents,online_backup,multiple_lines,partner,streaming_movies,monthly_charges
0.1451937046004842,0.11894673123486679,0.10394673123486678,0.10147699757869244,0.0946610169491525,0.09449152542372877,0.09272397094430987,0.0905205811138014,0.08831719128329293,0.07922518159806292,0.054079903147699705,0.027179176755447898,0.021525423728813498,0.004237288135593165,0.003692493946731201,0.003692493946731168,0.0018523002421306888,0.0015980629539951053,0.0004842615012106144,0.00039951573849875686,0.00029055690072636863,-6.053268765137121e-05,-0.0007263922518160548,-0.0019249394673124033,-0.002711864406779707
