total_charges,monthly_charges,contract_Month-to-month,online_security_Yes,contract_Two year,payment_method_Bank transfer (automatic),device_protection_Yes,streaming_tv_No,streaming_movies_Yes,streaming_tv_Yes,streaming_movies_No,device_protection_No,contract_One year,online_backup_Yes,internet_service_DSL,internet_service_Fiber optic,payment_method_Electronic check,online_backup_No,multiple_lines_Yes,online_security_No,partner_No,partner_Yes,senior_citizen_No,senior_citizen_Yes,multiple_lines_No phone service,payment_method_Mailed check,streaming_tv_No internet service,streaming_movies_No internet service,tech_support_No internet service,internet_service_No,online_security_No internet service,device_protection_No internet service,online_backup_No internet service,payment_method_Credit card (automatic),tech_support_Yes,tech_support_No,multiple_lines_No,paperless_billing_Yes,paperless_billing_No,dependents_Yes,dependents_No
0.022408026755852805,0.005618729096989949,0.004515050167224077,0.002742474916387949,0.0026421404682274384,0.002474916387959869,0.002006688963210701,0.0019397993311036643,0.0017056856187290803,0.0016053511705685698,0.0015719063545150402,0.001538461538461544,0.0014715719063545184,0.0010702341137123871,0.000936454849498325,0.0008361204013378031,0.0007357859531772814,0.0007357859531772482,0.0006354515050166932,0.0005351170568561713,0.0004682274247491569,0.0004682274247491569,0.0002341137123745729,0.0002341137123745729,0.00013377926421402896,0.00010033444816053283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.344481605350724e-05,-0.0008026755852842959,-0.0011371237458194018,-0.0014715719063545074,-0.0022742474916387923,-0.0022742474916387923,-0.0027759197324414785,-0.0027759197324414785
